call_id,account_id,account_name,call_date,call_type,duration_min,transcript_excerpt,attendees
CALL-0042,ACC-005,Atlas Digital,2026-03-06T16:00:00,demo,44,"Rachel Goldstein: Thanks for joining, Jordan. Nina's been telling me great things about your team's workflow. Today I want to show you how Flow can automate the handoffs between design and marketing ops.

Jordan Reeves (Marketing Ops Manager): Yeah, Nina won't stop talking about Canvas, so I'm curious. Right now we have this clunky process — designers export from Canvas, upload to a shared drive, I get an email, I resize everything manually, then push to our marketing platforms. It takes two days for what should take two hours.

Rachel Goldstein: Let me show you the Flow automation template for exactly that workflow. [Screen share] Here's a Canvas-to-publish pipeline. When a designer marks a project as 'Ready for Review,' Flow automatically triggers: first, it routes to the approval chain you define. Then once approved, it auto-generates all the size variants you need — social, email, web, print. Finally, it pushes to your connected platforms.

Jordan Reeves: Wait, it does the resizing automatically? That's literally 60% of my team's work.

Rachel Goldstein: Yes, and it maintains brand guidelines while resizing — so fonts, spacing, and safe zones are all preserved. Let me show you the rules engine.

Jordan Reeves: Nina, why didn't we get this sooner? Okay, Rachel Goldstein, I'm sold in concept. What do we need to get a pilot going?

Nina Alvarez (Head of Design): I told you! Rachel Goldstein, let's move fast on this. Send us the proposal and we can probably get procurement started this quarter.","Nina Alvarez (Head of Design), Jordan Reeves (Marketing Ops Manager), Rachel Goldstein"
CALL-0043,ACC-005,Atlas Digital,2026-01-09T13:00:00,check-in,24,"Rachel Goldstein: Nina, I'm sending over the Flow proposal today. Quick question — you mentioned your team is growing. Are you going to need additional Canvas seats as well?

Nina Alvarez (Head of Design): Oh, definitely. We're hiring 8 more designers over the next two quarters. I'll need at least 10 more Canvas seats to account for contractors too.

Rachel Goldstein: Perfect. I'll include a seat expansion quote alongside the Flow proposal so you can bundle the procurement.

Nina Alvarez: Smart. Also — I've been meaning to ask — do you have anything on the Insight side? Our CEO has been asking for analytics on which campaign assets perform best. If we could tie Canvas usage data to marketing performance metrics, that would be a game-changer.

Rachel Goldstein: That's exactly what Insight does. Let me add an Insight overview to our next call. I think the combination of Canvas, Flow, and Insight would give you a complete creative operations platform.

Nina Alvarez: I love it. Let's move on all three fronts.","Nina Alvarez (Head of Design), Rachel Goldstein"
CALL-0044,ACC-005,Atlas Digital,2026-01-27T11:00:00,check-in,26,"Rachel Goldstein: Great to see you, Nina. Your Canvas metrics are incredible — 15% month-over-month growth, 92% seat utilization. Your team is really getting value out of the platform.

Nina Alvarez (Head of Design): Thank you! Honestly, Canvas has become the backbone of our design workflow. We went from spending half our time on file management to actually designing. The template system alone saves us probably 10 hours a week across the team.

Rachel Goldstein: That's fantastic to hear. You mentioned last time you were interested in automating some of your design-to-publish workflows. Is that still on your radar?

Nina Alvarez: Absolutely. That's actually why I wanted to talk today. We're doing a lot of manual handoffs between design in Canvas and our marketing ops team. Someone told me Flow can automate that entire pipeline — route designs for approval, resize for different channels, schedule publishing. Is that right?

Rachel Goldstein: That's exactly what Flow does. I'd love to set up a demo with your marketing ops team. Flow integrates natively with Canvas, so the assets flow through automatically.

Nina Alvarez: That would be great. What does the pricing look like for Flow? We'd probably need about 20 seats to start — the design team plus marketing ops.

Rachel Goldstein: I'll put together a proposal this week. Given your Canvas usage, there are bundling options that could make this very cost-effective. Would next Thursday work for a demo with the marketing ops team?

Nina Alvarez: Let me check with Jordan, our marketing ops lead. I'll confirm by tomorrow.","Nina Alvarez (Head of Design), Rachel Goldstein"
CALL-0045,ACC-005,Atlas Digital,2026-01-04T14:00:00,demo,43,"Rachel Goldstein: Thanks for joining, Jordan. Nina's been telling me great things about your team's workflow. Today I want to show you how Flow can automate the handoffs between design and marketing ops.

Jordan Reeves (Marketing Ops Manager): Yeah, Nina won't stop talking about Canvas, so I'm curious. Right now we have this clunky process — designers export from Canvas, upload to a shared drive, I get an email, I resize everything manually, then push to our marketing platforms. It takes two days for what should take two hours.

Rachel Goldstein: Let me show you the Flow automation template for exactly that workflow. [Screen share] Here's a Canvas-to-publish pipeline. When a designer marks a project as 'Ready for Review,' Flow automatically triggers: first, it routes to the approval chain you define. Then once approved, it auto-generates all the size variants you need — social, email, web, print. Finally, it pushes to your connected platforms.

Jordan Reeves: Wait, it does the resizing automatically? That's literally 60% of my team's work.

Rachel Goldstein: Yes, and it maintains brand guidelines while resizing — so fonts, spacing, and safe zones are all preserved. Let me show you the rules engine.

Jordan Reeves: Nina, why didn't we get this sooner? Okay, Rachel Goldstein, I'm sold in concept. What do we need to get a pilot going?

Nina Alvarez (Head of Design): I told you! Rachel Goldstein, let's move fast on this. Send us the proposal and we can probably get procurement started this quarter.","Nina Alvarez (Head of Design), Jordan Reeves (Marketing Ops Manager), Rachel Goldstein"
CALL-0046,ACC-005,Atlas Digital,2026-01-14T09:00:00,check-in,28,"Rachel Goldstein: Nina, I'm sending over the Flow proposal today. Quick question — you mentioned your team is growing. Are you going to need additional Canvas seats as well?

Nina Alvarez (Head of Design): Oh, definitely. We're hiring 8 more designers over the next two quarters. I'll need at least 10 more Canvas seats to account for contractors too.

Rachel Goldstein: Perfect. I'll include a seat expansion quote alongside the Flow proposal so you can bundle the procurement.

Nina Alvarez: Smart. Also — I've been meaning to ask — do you have anything on the Insight side? Our CEO has been asking for analytics on which campaign assets perform best. If we could tie Canvas usage data to marketing performance metrics, that would be a game-changer.

Rachel Goldstein: That's exactly what Insight does. Let me add an Insight overview to our next call. I think the combination of Canvas, Flow, and Insight would give you a complete creative operations platform.

Nina Alvarez: I love it. Let's move on all three fronts.","Nina Alvarez (Head of Design), Rachel Goldstein"
CALL-0047,ACC-005,Atlas Digital,2026-02-08T14:15:00,check-in,31,"Rachel Goldstein: Great to see you, Nina. Your Canvas metrics are incredible — 15% month-over-month growth, 92% seat utilization. Your team is really getting value out of the platform.

Nina Alvarez (Head of Design): Thank you! Honestly, Canvas has become the backbone of our design workflow. We went from spending half our time on file management to actually designing. The template system alone saves us probably 10 hours a week across the team.

Rachel Goldstein: That's fantastic to hear. You mentioned last time you were interested in automating some of your design-to-publish workflows. Is that still on your radar?

Nina Alvarez: Absolutely. That's actually why I wanted to talk today. We're doing a lot of manual handoffs between design in Canvas and our marketing ops team. Someone told me Flow can automate that entire pipeline — route designs for approval, resize for different channels, schedule publishing. Is that right?

Rachel Goldstein: That's exactly what Flow does. I'd love to set up a demo with your marketing ops team. Flow integrates natively with Canvas, so the assets flow through automatically.

Nina Alvarez: That would be great. What does the pricing look like for Flow? We'd probably need about 20 seats to start — the design team plus marketing ops.

Rachel Goldstein: I'll put together a proposal this week. Given your Canvas usage, there are bundling options that could make this very cost-effective. Would next Thursday work for a demo with the marketing ops team?

Nina Alvarez: Let me check with Jordan, our marketing ops lead. I'll confirm by tomorrow.","Nina Alvarez (Head of Design), Rachel Goldstein"
CALL-0048,ACC-005,Atlas Digital,2026-02-11T13:15:00,demo,47,"Rachel Goldstein: Thanks for joining, Jordan. Nina's been telling me great things about your team's workflow. Today I want to show you how Flow can automate the handoffs between design and marketing ops.

Jordan Reeves (Marketing Ops Manager): Yeah, Nina won't stop talking about Canvas, so I'm curious. Right now we have this clunky process — designers export from Canvas, upload to a shared drive, I get an email, I resize everything manually, then push to our marketing platforms. It takes two days for what should take two hours.

Rachel Goldstein: Let me show you the Flow automation template for exactly that workflow. [Screen share] Here's a Canvas-to-publish pipeline. When a designer marks a project as 'Ready for Review,' Flow automatically triggers: first, it routes to the approval chain you define. Then once approved, it auto-generates all the size variants you need — social, email, web, print. Finally, it pushes to your connected platforms.

Jordan Reeves: Wait, it does the resizing automatically? That's literally 60% of my team's work.

Rachel Goldstein: Yes, and it maintains brand guidelines while resizing — so fonts, spacing, and safe zones are all preserved. Let me show you the rules engine.

Jordan Reeves: Nina, why didn't we get this sooner? Okay, Rachel Goldstein, I'm sold in concept. What do we need to get a pilot going?

Nina Alvarez (Head of Design): I told you! Rachel Goldstein, let's move fast on this. Send us the proposal and we can probably get procurement started this quarter.","Nina Alvarez (Head of Design), Jordan Reeves (Marketing Ops Manager), Rachel Goldstein"
CALL-0049,ACC-005,Atlas Digital,2026-01-21T13:30:00,check-in,28,"Rachel Goldstein: Nina, I'm sending over the Flow proposal today. Quick question — you mentioned your team is growing. Are you going to need additional Canvas seats as well?

Nina Alvarez (Head of Design): Oh, definitely. We're hiring 8 more designers over the next two quarters. I'll need at least 10 more Canvas seats to account for contractors too.

Rachel Goldstein: Perfect. I'll include a seat expansion quote alongside the Flow proposal so you can bundle the procurement.

Nina Alvarez: Smart. Also — I've been meaning to ask — do you have anything on the Insight side? Our CEO has been asking for analytics on which campaign assets perform best. If we could tie Canvas usage data to marketing performance metrics, that would be a game-changer.

Rachel Goldstein: That's exactly what Insight does. Let me add an Insight overview to our next call. I think the combination of Canvas, Flow, and Insight would give you a complete creative operations platform.

Nina Alvarez: I love it. Let's move on all three fronts.","Nina Alvarez (Head of Design), Rachel Goldstein"
CALL-0050,ACC-006,Summit Healthcare,2026-03-10T10:15:00,onboarding,37,"Sarah Chen: Welcome aboard, Dr. Patel. I'm thrilled to have Summit Healthcare on the platform. Let's talk about your rollout plan.

Dr. Aisha Patel (Chief Marketing Officer): Thank you. We're really excited. We've been looking for a unified creative platform that can handle both patient-facing materials and internal communications. Canvas checked every box.

Sarah Chen: Your team ramped up faster than any healthcare client I've worked with. You're at 36 active users out of 40 seats in just six weeks. That's remarkable.

Dr. Aisha Patel: I credit our department leads. Marcus in regulatory affairs actually volunteered to be our Canvas champion. He's been running weekly training sessions on his own time. The man is obsessed.

Sarah Chen: That's incredible. Champions like Marcus are gold. Have you thought about expanding to Flow for your regulatory approval workflows? I know healthcare companies often have complex review chains.

Dr. Aisha Patel: Marcus actually brought that up last week. He wants to automate the medical-legal-regulatory review process. Right now it takes 3 weeks to get a patient brochure approved. He thinks Flow could cut that in half.

Sarah Chen: He's right — we have healthcare clients who've reduced approval cycles from weeks to days. Let me set up a dedicated session with Marcus and your regulatory team.","Dr. Aisha Patel (CMO), Sarah Chen"
CALL-0051,ACC-006,Summit Healthcare,2026-01-10T16:00:00,check-in,25,"Sarah Chen: Great news on the usage front — you're now at 90% seat utilization, and your team's average session duration has doubled since onboarding. The engagement is really strong.

Dr. Aisha Patel (CMO): My team loves this tool. I'm not exaggerating — the patient education materials we're producing now are in a completely different league. Our patient satisfaction scores for communication materials went up 23%.

Sarah Chen: That's an incredible metric. Would you be comfortable sharing that as a case study? Our marketing team would love to feature Summit Healthcare.

Dr. Aisha Patel: Absolutely. In fact, I just presented our Canvas workflow to the hospital system's national marketing council. Three other hospitals in our network asked me for the vendor details. I may have accidentally become your biggest evangelist.

Sarah Chen: I love hearing that. Let me connect you with our enterprise team — if there's an opportunity to expand across the hospital network, we can put together a system-wide proposal.

Dr. Aisha Patel: Yes, let's do that. Also, Marcus wants a demo of Flow before our next call. He's already mapped out the regulatory workflow on a whiteboard. The man doesn't sleep.","Dr. Aisha Patel (CMO), Sarah Chen"
CALL-0052,ACC-006,Summit Healthcare,2026-02-25T11:30:00,demo,31,"Marcus Williams (Regulatory Affairs Director): I've been looking forward to this demo. I mapped out our current approval process — it has 14 steps, 6 reviewers, and takes an average of 18 business days. I want to cut it to 5 days.

Sarah Chen: That's ambitious but achievable. Let me show you the healthcare compliance template in Flow. [Screen share] This workflow mirrors the MLR review process. You can configure conditional routing based on content type — patient-facing materials go through the full medical-legal-regulatory chain, while internal communications skip the medical review.

Marcus Williams: Oh, that's smart. Can I set up parallel reviews instead of sequential? Our medical reviewer and legal reviewer don't actually need to wait for each other.

Sarah Chen: Absolutely. Here's the parallel gate feature. You define which reviews can happen simultaneously and which are dependencies. You also get real-time dashboards showing where each asset is in the pipeline.

Marcus Williams: This is going to change everything. Dr. Patel is going to want to roll this out to all six departments. Can we start with a pilot in my team and then expand?

Sarah Chen: That's exactly what I'd recommend. We can have your team live on Flow within two weeks, prove the value, and then roll out organization-wide.

Marcus Williams: Let's do it. I'll talk to Dr. Patel today. She's going to be thrilled.","Marcus Williams (Regulatory Affairs Director), Sarah Chen"
CALL-0053,ACC-006,Summit Healthcare,2026-02-05T14:15:00,onboarding,36,"Sarah Chen: Welcome aboard, Dr. Patel. I'm thrilled to have Summit Healthcare on the platform. Let's talk about your rollout plan.

Dr. Aisha Patel (Chief Marketing Officer): Thank you. We're really excited. We've been looking for a unified creative platform that can handle both patient-facing materials and internal communications. Canvas checked every box.

Sarah Chen: Your team ramped up faster than any healthcare client I've worked with. You're at 36 active users out of 40 seats in just six weeks. That's remarkable.

Dr. Aisha Patel: I credit our department leads. Marcus in regulatory affairs actually volunteered to be our Canvas champion. He's been running weekly training sessions on his own time. The man is obsessed.

Sarah Chen: That's incredible. Champions like Marcus are gold. Have you thought about expanding to Flow for your regulatory approval workflows? I know healthcare companies often have complex review chains.

Dr. Aisha Patel: Marcus actually brought that up last week. He wants to automate the medical-legal-regulatory review process. Right now it takes 3 weeks to get a patient brochure approved. He thinks Flow could cut that in half.

Sarah Chen: He's right — we have healthcare clients who've reduced approval cycles from weeks to days. Let me set up a dedicated session with Marcus and your regulatory team.","Dr. Aisha Patel (CMO), Sarah Chen"
CALL-0054,ACC-006,Summit Healthcare,2025-12-25T14:30:00,check-in,35,"Sarah Chen: Great news on the usage front — you're now at 90% seat utilization, and your team's average session duration has doubled since onboarding. The engagement is really strong.

Dr. Aisha Patel (CMO): My team loves this tool. I'm not exaggerating — the patient education materials we're producing now are in a completely different league. Our patient satisfaction scores for communication materials went up 23%.

Sarah Chen: That's an incredible metric. Would you be comfortable sharing that as a case study? Our marketing team would love to feature Summit Healthcare.

Dr. Aisha Patel: Absolutely. In fact, I just presented our Canvas workflow to the hospital system's national marketing council. Three other hospitals in our network asked me for the vendor details. I may have accidentally become your biggest evangelist.

Sarah Chen: I love hearing that. Let me connect you with our enterprise team — if there's an opportunity to expand across the hospital network, we can put together a system-wide proposal.

Dr. Aisha Patel: Yes, let's do that. Also, Marcus wants a demo of Flow before our next call. He's already mapped out the regulatory workflow on a whiteboard. The man doesn't sleep.","Dr. Aisha Patel (CMO), Sarah Chen"
CALL-0055,ACC-006,Summit Healthcare,2026-03-01T09:30:00,demo,38,"Marcus Williams (Regulatory Affairs Director): I've been looking forward to this demo. I mapped out our current approval process — it has 14 steps, 6 reviewers, and takes an average of 18 business days. I want to cut it to 5 days.

Sarah Chen: That's ambitious but achievable. Let me show you the healthcare compliance template in Flow. [Screen share] This workflow mirrors the MLR review process. You can configure conditional routing based on content type — patient-facing materials go through the full medical-legal-regulatory chain, while internal communications skip the medical review.

Marcus Williams: Oh, that's smart. Can I set up parallel reviews instead of sequential? Our medical reviewer and legal reviewer don't actually need to wait for each other.

Sarah Chen: Absolutely. Here's the parallel gate feature. You define which reviews can happen simultaneously and which are dependencies. You also get real-time dashboards showing where each asset is in the pipeline.

Marcus Williams: This is going to change everything. Dr. Patel is going to want to roll this out to all six departments. Can we start with a pilot in my team and then expand?

Sarah Chen: That's exactly what I'd recommend. We can have your team live on Flow within two weeks, prove the value, and then roll out organization-wide.

Marcus Williams: Let's do it. I'll talk to Dr. Patel today. She's going to be thrilled.","Marcus Williams (Regulatory Affairs Director), Sarah Chen"
CALL-0056,ACC-006,Summit Healthcare,2026-02-13T16:00:00,onboarding,32,"Sarah Chen: Welcome aboard, Dr. Patel. I'm thrilled to have Summit Healthcare on the platform. Let's talk about your rollout plan.

Dr. Aisha Patel (Chief Marketing Officer): Thank you. We're really excited. We've been looking for a unified creative platform that can handle both patient-facing materials and internal communications. Canvas checked every box.

Sarah Chen: Your team ramped up faster than any healthcare client I've worked with. You're at 36 active users out of 40 seats in just six weeks. That's remarkable.

Dr. Aisha Patel: I credit our department leads. Marcus in regulatory affairs actually volunteered to be our Canvas champion. He's been running weekly training sessions on his own time. The man is obsessed.

Sarah Chen: That's incredible. Champions like Marcus are gold. Have you thought about expanding to Flow for your regulatory approval workflows? I know healthcare companies often have complex review chains.

Dr. Aisha Patel: Marcus actually brought that up last week. He wants to automate the medical-legal-regulatory review process. Right now it takes 3 weeks to get a patient brochure approved. He thinks Flow could cut that in half.

Sarah Chen: He's right — we have healthcare clients who've reduced approval cycles from weeks to days. Let me set up a dedicated session with Marcus and your regulatory team.","Dr. Aisha Patel (CMO), Sarah Chen"
CALL-0057,ACC-006,Summit Healthcare,2026-01-22T13:00:00,check-in,33,"Sarah Chen: Great news on the usage front — you're now at 90% seat utilization, and your team's average session duration has doubled since onboarding. The engagement is really strong.

Dr. Aisha Patel (CMO): My team loves this tool. I'm not exaggerating — the patient education materials we're producing now are in a completely different league. Our patient satisfaction scores for communication materials went up 23%.

Sarah Chen: That's an incredible metric. Would you be comfortable sharing that as a case study? Our marketing team would love to feature Summit Healthcare.

Dr. Aisha Patel: Absolutely. In fact, I just presented our Canvas workflow to the hospital system's national marketing council. Three other hospitals in our network asked me for the vendor details. I may have accidentally become your biggest evangelist.

Sarah Chen: I love hearing that. Let me connect you with our enterprise team — if there's an opportunity to expand across the hospital network, we can put together a system-wide proposal.

Dr. Aisha Patel: Yes, let's do that. Also, Marcus wants a demo of Flow before our next call. He's already mapped out the regulatory workflow on a whiteboard. The man doesn't sleep.","Dr. Aisha Patel (CMO), Sarah Chen"
CALL-0058,ACC-006,Summit Healthcare,2026-02-13T09:30:00,demo,32,"Marcus Williams (Regulatory Affairs Director): I've been looking forward to this demo. I mapped out our current approval process — it has 14 steps, 6 reviewers, and takes an average of 18 business days. I want to cut it to 5 days.

Sarah Chen: That's ambitious but achievable. Let me show you the healthcare compliance template in Flow. [Screen share] This workflow mirrors the MLR review process. You can configure conditional routing based on content type — patient-facing materials go through the full medical-legal-regulatory chain, while internal communications skip the medical review.

Marcus Williams: Oh, that's smart. Can I set up parallel reviews instead of sequential? Our medical reviewer and legal reviewer don't actually need to wait for each other.

Sarah Chen: Absolutely. Here's the parallel gate feature. You define which reviews can happen simultaneously and which are dependencies. You also get real-time dashboards showing where each asset is in the pipeline.

Marcus Williams: This is going to change everything. Dr. Patel is going to want to roll this out to all six departments. Can we start with a pilot in my team and then expand?

Sarah Chen: That's exactly what I'd recommend. We can have your team live on Flow within two weeks, prove the value, and then roll out organization-wide.

Marcus Williams: Let's do it. I'll talk to Dr. Patel today. She's going to be thrilled.","Marcus Williams (Regulatory Affairs Director), Sarah Chen"
CALL-0059,ACC-006,Summit Healthcare,2026-02-13T15:00:00,onboarding,34,"Sarah Chen: Welcome aboard, Dr. Patel. I'm thrilled to have Summit Healthcare on the platform. Let's talk about your rollout plan.

Dr. Aisha Patel (Chief Marketing Officer): Thank you. We're really excited. We've been looking for a unified creative platform that can handle both patient-facing materials and internal communications. Canvas checked every box.

Sarah Chen: Your team ramped up faster than any healthcare client I've worked with. You're at 36 active users out of 40 seats in just six weeks. That's remarkable.

Dr. Aisha Patel: I credit our department leads. Marcus in regulatory affairs actually volunteered to be our Canvas champion. He's been running weekly training sessions on his own time. The man is obsessed.

Sarah Chen: That's incredible. Champions like Marcus are gold. Have you thought about expanding to Flow for your regulatory approval workflows? I know healthcare companies often have complex review chains.

Dr. Aisha Patel: Marcus actually brought that up last week. He wants to automate the medical-legal-regulatory review process. Right now it takes 3 weeks to get a patient brochure approved. He thinks Flow could cut that in half.

Sarah Chen: He's right — we have healthcare clients who've reduced approval cycles from weeks to days. Let me set up a dedicated session with Marcus and your regulatory team.","Dr. Aisha Patel (CMO), Sarah Chen"
CALL-0060,ACC-006,Summit Healthcare,2026-01-18T16:15:00,check-in,32,"Sarah Chen: Great news on the usage front — you're now at 90% seat utilization, and your team's average session duration has doubled since onboarding. The engagement is really strong.

Dr. Aisha Patel (CMO): My team loves this tool. I'm not exaggerating — the patient education materials we're producing now are in a completely different league. Our patient satisfaction scores for communication materials went up 23%.

Sarah Chen: That's an incredible metric. Would you be comfortable sharing that as a case study? Our marketing team would love to feature Summit Healthcare.

Dr. Aisha Patel: Absolutely. In fact, I just presented our Canvas workflow to the hospital system's national marketing council. Three other hospitals in our network asked me for the vendor details. I may have accidentally become your biggest evangelist.

Sarah Chen: I love hearing that. Let me connect you with our enterprise team — if there's an opportunity to expand across the hospital network, we can put together a system-wide proposal.

Dr. Aisha Patel: Yes, let's do that. Also, Marcus wants a demo of Flow before our next call. He's already mapped out the regulatory workflow on a whiteboard. The man doesn't sleep.","Dr. Aisha Patel (CMO), Sarah Chen"
CALL-0061,ACC-006,Summit Healthcare,2026-02-21T16:00:00,demo,31,"Marcus Williams (Regulatory Affairs Director): I've been looking forward to this demo. I mapped out our current approval process — it has 14 steps, 6 reviewers, and takes an average of 18 business days. I want to cut it to 5 days.

Sarah Chen: That's ambitious but achievable. Let me show you the healthcare compliance template in Flow. [Screen share] This workflow mirrors the MLR review process. You can configure conditional routing based on content type — patient-facing materials go through the full medical-legal-regulatory chain, while internal communications skip the medical review.

Marcus Williams: Oh, that's smart. Can I set up parallel reviews instead of sequential? Our medical reviewer and legal reviewer don't actually need to wait for each other.

Sarah Chen: Absolutely. Here's the parallel gate feature. You define which reviews can happen simultaneously and which are dependencies. You also get real-time dashboards showing where each asset is in the pipeline.

Marcus Williams: This is going to change everything. Dr. Patel is going to want to roll this out to all six departments. Can we start with a pilot in my team and then expand?

Sarah Chen: That's exactly what I'd recommend. We can have your team live on Flow within two weeks, prove the value, and then roll out organization-wide.

Marcus Williams: Let's do it. I'll talk to Dr. Patel today. She's going to be thrilled.","Marcus Williams (Regulatory Affairs Director), Sarah Chen"
CALL-0062,ACC-007,Voyager Entertainment,2026-01-23T15:15:00,QBR,48,"Marcus Rivera: Let's review your Q1 metrics. Across all three products, Voyager is one of our most engaged enterprise accounts. 108 active users out of 120 seats, average session duration of 42 minutes, and your team created over 3,200 assets in Canvas last quarter.

Diana Okonkwo (SVP Digital Production): Those numbers track with what we're seeing internally. Our entire post-production pipeline runs on DigitalNativeCo now. Canvas for creative, Flow for approvals and handoffs, Insight for tracking campaign performance. It's become mission-critical.

Marcus Rivera: That's great to hear. Anything on the roadmap we should discuss?

Diana Okonkwo: Actually, yes. We're launching a new streaming division — Voyager Plus. It's a whole new content vertical with its own marketing team, about 50 people. They'll need the full suite.

Marcus Rivera: Fifty additional seats across all three products? That's exciting. When is the division going live?

Diana Okonkwo: We're hiring now, first team members start in April. I'd like to have everything provisioned and workspaces set up by June at the latest. Can we talk about volume pricing? At 170 total seats, I'm hoping we can negotiate a better per-seat rate.

Marcus Rivera: Absolutely. Let me put together an enterprise expansion proposal. Given the volume, there's definitely room for a tiered pricing conversation. I'll have something for you by end of week.

Diana Okonkwo: Perfect. Also, Thomas from our data team wants to talk about Insight API access for the new division. They want to build custom analytics dashboards on top of your data.

Marcus Rivera: I'll set up a technical call with Thomas and our solutions engineering team. This is exciting — congratulations on the expansion, Diana.","Diana Okonkwo (SVP Digital Production), Marcus Rivera"
CALL-0063,ACC-007,Voyager Entertainment,2026-01-04T11:00:00,check-in,28,"Marcus Rivera: Diana, the expansion proposal is ready. I have a few pricing options depending on how you want to structure the seat allocation.

Diana Okonkwo (SVP Digital Production): Great, send it over. I have a procurement meeting on Friday and I want to include this. Quick question — can we set up separate workspaces for Voyager Plus so their content doesn't mix with our main library?

Marcus Rivera: Yes, absolutely. We can create a separate organization within your enterprise account. They'll have their own workspace, templates, and permissions while still sharing the enterprise-level settings and SSO.

Diana Okonkwo: Perfect. The other thing — Thomas met with your solutions engineering team and he's very impressed. He wants to build an internal dashboard that combines Insight data with our proprietary viewership metrics. He asked about the Insight Enterprise API tier.

Marcus Rivera: The Enterprise API includes higher rate limits, custom webhook endpoints, and raw data export. I'll include it in the proposal. It's typically a $2K/month add-on but given the overall expansion, I think we can bundle it in.

Diana Okonkwo: You're speaking my language. Let's get this done.","Diana Okonkwo (SVP Digital Production), Marcus Rivera"
CALL-0064,ACC-007,Voyager Entertainment,2026-02-19T15:00:00,QBR,47,"Marcus Rivera: Let's review your Q1 metrics. Across all three products, Voyager is one of our most engaged enterprise accounts. 108 active users out of 120 seats, average session duration of 42 minutes, and your team created over 3,200 assets in Canvas last quarter.

Diana Okonkwo (SVP Digital Production): Those numbers track with what we're seeing internally. Our entire post-production pipeline runs on DigitalNativeCo now. Canvas for creative, Flow for approvals and handoffs, Insight for tracking campaign performance. It's become mission-critical.

Marcus Rivera: That's great to hear. Anything on the roadmap we should discuss?

Diana Okonkwo: Actually, yes. We're launching a new streaming division — Voyager Plus. It's a whole new content vertical with its own marketing team, about 50 people. They'll need the full suite.

Marcus Rivera: Fifty additional seats across all three products? That's exciting. When is the division going live?

Diana Okonkwo: We're hiring now, first team members start in April. I'd like to have everything provisioned and workspaces set up by June at the latest. Can we talk about volume pricing? At 170 total seats, I'm hoping we can negotiate a better per-seat rate.

Marcus Rivera: Absolutely. Let me put together an enterprise expansion proposal. Given the volume, there's definitely room for a tiered pricing conversation. I'll have something for you by end of week.

Diana Okonkwo: Perfect. Also, Thomas from our data team wants to talk about Insight API access for the new division. They want to build custom analytics dashboards on top of your data.

Marcus Rivera: I'll set up a technical call with Thomas and our solutions engineering team. This is exciting — congratulations on the expansion, Diana.","Diana Okonkwo (SVP Digital Production), Marcus Rivera"
CALL-0065,ACC-007,Voyager Entertainment,2026-01-02T16:15:00,check-in,30,"Marcus Rivera: Diana, the expansion proposal is ready. I have a few pricing options depending on how you want to structure the seat allocation.

Diana Okonkwo (SVP Digital Production): Great, send it over. I have a procurement meeting on Friday and I want to include this. Quick question — can we set up separate workspaces for Voyager Plus so their content doesn't mix with our main library?

Marcus Rivera: Yes, absolutely. We can create a separate organization within your enterprise account. They'll have their own workspace, templates, and permissions while still sharing the enterprise-level settings and SSO.

Diana Okonkwo: Perfect. The other thing — Thomas met with your solutions engineering team and he's very impressed. He wants to build an internal dashboard that combines Insight data with our proprietary viewership metrics. He asked about the Insight Enterprise API tier.

Marcus Rivera: The Enterprise API includes higher rate limits, custom webhook endpoints, and raw data export. I'll include it in the proposal. It's typically a $2K/month add-on but given the overall expansion, I think we can bundle it in.

Diana Okonkwo: You're speaking my language. Let's get this done.","Diana Okonkwo (SVP Digital Production), Marcus Rivera"
CALL-0066,ACC-007,Voyager Entertainment,2026-01-09T14:15:00,QBR,53,"Marcus Rivera: Let's review your Q1 metrics. Across all three products, Voyager is one of our most engaged enterprise accounts. 108 active users out of 120 seats, average session duration of 42 minutes, and your team created over 3,200 assets in Canvas last quarter.

Diana Okonkwo (SVP Digital Production): Those numbers track with what we're seeing internally. Our entire post-production pipeline runs on DigitalNativeCo now. Canvas for creative, Flow for approvals and handoffs, Insight for tracking campaign performance. It's become mission-critical.

Marcus Rivera: That's great to hear. Anything on the roadmap we should discuss?

Diana Okonkwo: Actually, yes. We're launching a new streaming division — Voyager Plus. It's a whole new content vertical with its own marketing team, about 50 people. They'll need the full suite.

Marcus Rivera: Fifty additional seats across all three products? That's exciting. When is the division going live?

Diana Okonkwo: We're hiring now, first team members start in April. I'd like to have everything provisioned and workspaces set up by June at the latest. Can we talk about volume pricing? At 170 total seats, I'm hoping we can negotiate a better per-seat rate.

Marcus Rivera: Absolutely. Let me put together an enterprise expansion proposal. Given the volume, there's definitely room for a tiered pricing conversation. I'll have something for you by end of week.

Diana Okonkwo: Perfect. Also, Thomas from our data team wants to talk about Insight API access for the new division. They want to build custom analytics dashboards on top of your data.

Marcus Rivera: I'll set up a technical call with Thomas and our solutions engineering team. This is exciting — congratulations on the expansion, Diana.","Diana Okonkwo (SVP Digital Production), Marcus Rivera"
