event_id,account_id,account_name,user_id,product,event_type,event_date,session_duration_min
EVT-001114,ACC-005,Atlas Digital,ACC-005-U030,Canvas,login,2026-03-10T11:14:00,19.8
EVT-001115,ACC-005,Atlas Digital,ACC-005-U010,Canvas,feature_use,2026-03-10T10:52:00,40.3
EVT-001116,ACC-005,Atlas Digital,ACC-005-U035,Canvas,login,2026-03-11T10:49:00,20.3
EVT-001117,ACC-005,Atlas Digital,ACC-005-U055,Canvas,login,2026-03-11T18:46:00,8.7
EVT-001118,ACC-005,Atlas Digital,ACC-005-U054,Canvas,login,2026-03-11T19:47:00,10.2
EVT-001119,ACC-005,Atlas Digital,ACC-005-U036,Canvas,export,2026-03-11T10:05:00,3.9
EVT-001120,ACC-005,Atlas Digital,ACC-005-U025,Canvas,feature_use,2026-03-11T19:01:00,32.0
EVT-001121,ACC-005,Atlas Digital,ACC-005-U057,Canvas,api_call,2026-03-11T17:22:00,0.9
EVT-001122,ACC-005,Atlas Digital,ACC-005-U052,Canvas,api_call,2026-03-11T17:19:00,0.9
EVT-001123,ACC-005,Atlas Digital,ACC-005-U031,Canvas,login,2026-03-12T12:23:00,10.0
EVT-001124,ACC-005,Atlas Digital,ACC-005-U012,Canvas,login,2026-03-12T07:30:00,2.1
EVT-001125,ACC-005,Atlas Digital,ACC-005-U006,Canvas,api_call,2026-03-12T12:38:00,0.2
EVT-001126,ACC-005,Atlas Digital,ACC-005-U030,Canvas,login,2026-03-12T18:05:00,1.7
EVT-001127,ACC-005,Atlas Digital,ACC-005-U014,Canvas,login,2026-03-12T20:54:00,21.9
EVT-001128,ACC-005,Atlas Digital,ACC-005-U028,Canvas,login,2026-03-12T15:19:00,27.5
EVT-001129,ACC-005,Atlas Digital,ACC-005-U040,Canvas,api_call,2026-03-12T11:34:00,0.6
EVT-001130,ACC-005,Atlas Digital,ACC-005-U052,Canvas,login,2026-03-13T17:10:00,2.5
EVT-001131,ACC-005,Atlas Digital,ACC-005-U020,Canvas,login,2026-03-13T17:12:00,22.2
EVT-001132,ACC-005,Atlas Digital,ACC-005-U058,Canvas,feature_use,2026-03-13T15:34:00,15.2
EVT-001133,ACC-005,Atlas Digital,ACC-005-U018,Canvas,export,2026-03-13T13:21:00,6.9
EVT-001134,ACC-005,Atlas Digital,ACC-005-U016,Canvas,login,2026-03-13T13:35:00,36.5
EVT-001135,ACC-005,Atlas Digital,ACC-005-U025,Canvas,export,2026-03-13T13:04:00,4.1
EVT-001136,ACC-005,Atlas Digital,ACC-005-U017,Canvas,feature_use,2026-03-13T09:14:00,58.0
EVT-001137,ACC-005,Atlas Digital,ACC-005-U023,Canvas,invite_sent,2026-03-14T10:52:00,4.9
EVT-001138,ACC-005,Atlas Digital,ACC-005-U023,Canvas,login,2026-03-14T16:12:00,30.9
EVT-001139,ACC-005,Atlas Digital,ACC-005-U028,Canvas,feature_use,2026-03-14T14:33:00,47.5
EVT-001140,ACC-006,Summit Healthcare,ACC-006-U019,Flow,api_call,2025-12-17T09:19:00,1.0
EVT-001141,ACC-006,Summit Healthcare,ACC-006-U013,Canvas,login,2025-12-17T11:59:00,25.5
EVT-001142,ACC-006,Summit Healthcare,ACC-006-U040,Flow,login,2025-12-19T11:57:00,43.4
EVT-001143,ACC-006,Summit Healthcare,ACC-006-U027,Canvas,export,2025-12-19T15:13:00,6.3
EVT-001144,ACC-006,Summit Healthcare,ACC-006-U010,Canvas,feature_use,2025-12-20T13:49:00,32.7
EVT-001145,ACC-006,Summit Healthcare,ACC-006-U039,Flow,api_call,2025-12-24T18:40:00,1.5
EVT-001146,ACC-006,Summit Healthcare,ACC-006-U028,Flow,export,2025-12-24T11:00:00,3.3
EVT-001147,ACC-006,Summit Healthcare,ACC-006-U007,Flow,login,2025-12-25T17:41:00,5.7
EVT-001148,ACC-006,Summit Healthcare,ACC-006-U038,Canvas,login,2025-12-25T11:43:00,34.6
EVT-001149,ACC-006,Summit Healthcare,ACC-006-U030,Flow,export,2025-12-26T14:01:00,1.2
EVT-001150,ACC-006,Summit Healthcare,ACC-006-U029,Canvas,login,2025-12-26T07:29:00,19.1
EVT-001151,ACC-006,Summit Healthcare,ACC-006-U006,Flow,feature_use,2025-12-30T10:24:00,31.3
EVT-001152,ACC-006,Summit Healthcare,ACC-006-U023,Flow,api_call,2025-12-30T11:28:00,1.0
EVT-001153,ACC-006,Summit Healthcare,ACC-006-U036,Canvas,login,2025-12-31T14:56:00,5.0
EVT-001154,ACC-006,Summit Healthcare,ACC-006-U033,Flow,login,2025-12-31T11:08:00,16.0
EVT-001155,ACC-006,Summit Healthcare,ACC-006-U033,Canvas,api_call,2025-12-31T18:51:00,1.5
EVT-001156,ACC-006,Summit Healthcare,ACC-006-U015,Flow,api_call,2026-01-02T14:36:00,0.9
EVT-001157,ACC-006,Summit Healthcare,ACC-006-U039,Flow,login,2026-01-02T12:36:00,23.8
EVT-001158,ACC-006,Summit Healthcare,ACC-006-U009,Canvas,export,2026-01-05T15:35:00,7.5
EVT-001159,ACC-006,Summit Healthcare,ACC-006-U016,Flow,login,2026-01-05T13:28:00,37.8
EVT-001160,ACC-006,Summit Healthcare,ACC-006-U033,Flow,login,2026-01-05T07:28:00,44.8
EVT-001161,ACC-006,Summit Healthcare,ACC-006-U017,Flow,export,2026-01-06T20:13:00,9.5
EVT-001162,ACC-006,Summit Healthcare,ACC-006-U018,Flow,api_call,2026-01-07T08:48:00,1.9
EVT-001163,ACC-006,Summit Healthcare,ACC-006-U015,Canvas,export,2026-01-07T08:26:00,1.6
EVT-001164,ACC-006,Summit Healthcare,ACC-006-U019,Flow,api_call,2026-01-08T13:54:00,0.8
EVT-001165,ACC-006,Summit Healthcare,ACC-006-U034,Canvas,export,2026-01-11T06:33:00,1.9
EVT-001166,ACC-006,Summit Healthcare,ACC-006-U002,Canvas,feature_use,2026-01-12T18:45:00,35.7
EVT-001167,ACC-006,Summit Healthcare,ACC-006-U034,Canvas,feature_use,2026-01-12T12:39:00,49.4
EVT-001168,ACC-006,Summit Healthcare,ACC-006-U020,Canvas,api_call,2026-01-12T11:22:00,0.7
EVT-001169,ACC-006,Summit Healthcare,ACC-006-U013,Flow,api_call,2026-01-13T08:15:00,1.4
EVT-001170,ACC-006,Summit Healthcare,ACC-006-U032,Canvas,login,2026-01-13T10:25:00,37.0
EVT-001171,ACC-006,Summit Healthcare,ACC-006-U015,Canvas,login,2026-01-14T12:24:00,28.6
EVT-001172,ACC-006,Summit Healthcare,ACC-006-U038,Flow,login,2026-01-14T14:39:00,5.6
EVT-001173,ACC-006,Summit Healthcare,ACC-006-U006,Canvas,feature_use,2026-01-15T13:03:00,45.1
EVT-001174,ACC-006,Summit Healthcare,ACC-006-U004,Flow,login,2026-01-15T08:52:00,43.4
EVT-001175,ACC-006,Summit Healthcare,ACC-006-U003,Canvas,export,2026-01-16T14:39:00,5.5
EVT-001176,ACC-006,Summit Healthcare,ACC-006-U033,Canvas,api_call,2026-01-16T15:59:00,0.5
EVT-001177,ACC-006,Summit Healthcare,ACC-006-U026,Flow,api_call,2026-01-18T14:55:00,0.9
EVT-001178,ACC-006,Summit Healthcare,ACC-006-U003,Canvas,api_call,2026-01-18T18:26:00,1.3
EVT-001179,ACC-006,Summit Healthcare,ACC-006-U017,Canvas,export,2026-01-19T15:07:00,3.0
EVT-001180,ACC-006,Summit Healthcare,ACC-006-U039,Flow,login,2026-01-19T10:47:00,24.6
EVT-001181,ACC-006,Summit Healthcare,ACC-006-U003,Flow,login,2026-01-20T08:30:00,23.8
EVT-001182,ACC-006,Summit Healthcare,ACC-006-U019,Canvas,login,2026-01-20T10:48:00,37.7
EVT-001183,ACC-006,Summit Healthcare,ACC-006-U005,Canvas,feature_use,2026-01-21T18:22:00,57.2
EVT-001184,ACC-006,Summit Healthcare,ACC-006-U003,Canvas,api_call,2026-01-21T12:18:00,0.2
EVT-001185,ACC-006,Summit Healthcare,ACC-006-U013,Canvas,login,2026-01-21T11:46:00,28.6
EVT-001186,ACC-006,Summit Healthcare,ACC-006-U003,Canvas,api_call,2026-01-21T10:33:00,0.2
EVT-001187,ACC-006,Summit Healthcare,ACC-006-U040,Canvas,export,2026-01-22T06:03:00,1.1
EVT-001188,ACC-006,Summit Healthcare,ACC-006-U033,Flow,export,2026-01-22T10:40:00,2.1
EVT-001189,ACC-006,Summit Healthcare,ACC-006-U034,Flow,invite_sent,2026-01-23T13:57:00,3.4
EVT-001190,ACC-006,Summit Healthcare,ACC-006-U002,Flow,feature_use,2026-01-23T09:40:00,23.5
EVT-001191,ACC-006,Summit Healthcare,ACC-006-U031,Flow,invite_sent,2026-01-23T12:01:00,4.5
EVT-001192,ACC-006,Summit Healthcare,ACC-006-U014,Flow,export,2026-01-25T12:23:00,5.0
EVT-001193,ACC-006,Summit Healthcare,ACC-006-U018,Canvas,feature_use,2026-01-26T14:28:00,29.8
EVT-001194,ACC-006,Summit Healthcare,ACC-006-U018,Flow,login,2026-01-26T14:10:00,10.6
EVT-001195,ACC-006,Summit Healthcare,ACC-006-U014,Canvas,feature_use,2026-01-27T18:08:00,29.7
EVT-001196,ACC-006,Summit Healthcare,ACC-006-U021,Flow,feature_use,2026-01-27T13:40:00,46.5
EVT-001197,ACC-006,Summit Healthcare,ACC-006-U034,Canvas,export,2026-01-27T06:55:00,1.8
EVT-001198,ACC-006,Summit Healthcare,ACC-006-U034,Flow,api_call,2026-01-27T18:12:00,0.7
EVT-001199,ACC-006,Summit Healthcare,ACC-006-U021,Flow,login,2026-01-28T13:17:00,25.3
EVT-001200,ACC-006,Summit Healthcare,ACC-006-U012,Canvas,export,2026-01-28T12:48:00,2.3
EVT-001201,ACC-006,Summit Healthcare,ACC-006-U005,Canvas,api_call,2026-01-28T13:49:00,1.0
EVT-001202,ACC-006,Summit Healthcare,ACC-006-U007,Flow,invite_sent,2026-01-30T07:20:00,4.6
EVT-001203,ACC-006,Summit Healthcare,ACC-006-U006,Canvas,feature_use,2026-01-30T11:27:00,42.9
EVT-001204,ACC-006,Summit Healthcare,ACC-006-U029,Canvas,login,2026-01-30T15:42:00,44.8
EVT-001205,ACC-006,Summit Healthcare,ACC-006-U001,Canvas,feature_use,2026-01-31T13:24:00,14.4
EVT-001206,ACC-006,Summit Healthcare,ACC-006-U027,Flow,login,2026-02-01T11:12:00,16.2
EVT-001207,ACC-006,Summit Healthcare,ACC-006-U033,Flow,login,2026-02-01T18:05:00,41.2
EVT-001208,ACC-006,Summit Healthcare,ACC-006-U021,Canvas,export,2026-02-02T18:04:00,4.1
EVT-001209,ACC-006,Summit Healthcare,ACC-006-U009,Flow,feature_use,2026-02-02T15:39:00,21.9
EVT-001210,ACC-006,Summit Healthcare,ACC-006-U002,Canvas,export,2026-02-02T16:05:00,2.8
EVT-001211,ACC-006,Summit Healthcare,ACC-006-U004,Flow,login,2026-02-03T17:03:00,30.8
EVT-001212,ACC-006,Summit Healthcare,ACC-006-U029,Canvas,feature_use,2026-02-03T20:16:00,7.5
EVT-001213,ACC-006,Summit Healthcare,ACC-006-U014,Canvas,export,2026-02-03T09:11:00,7.3
EVT-001214,ACC-006,Summit Healthcare,ACC-006-U017,Canvas,login,2026-02-03T14:38:00,29.0
EVT-001215,ACC-006,Summit Healthcare,ACC-006-U006,Flow,api_call,2026-02-04T16:27:00,0.2
EVT-001216,ACC-006,Summit Healthcare,ACC-006-U019,Flow,login,2026-02-04T09:37:00,33.7
EVT-001217,ACC-006,Summit Healthcare,ACC-006-U022,Canvas,feature_use,2026-02-04T11:22:00,44.4
EVT-001218,ACC-006,Summit Healthcare,ACC-006-U006,Flow,feature_use,2026-02-04T11:47:00,46.5
EVT-001219,ACC-006,Summit Healthcare,ACC-006-U023,Canvas,feature_use,2026-02-04T11:29:00,5.4
EVT-001220,ACC-006,Summit Healthcare,ACC-006-U013,Canvas,login,2026-02-05T10:01:00,42.6
EVT-001221,ACC-006,Summit Healthcare,ACC-006-U011,Flow,login,2026-02-05T07:25:00,15.8
EVT-001222,ACC-006,Summit Healthcare,ACC-006-U036,Flow,api_call,2026-02-05T11:12:00,1.7
EVT-001223,ACC-006,Summit Healthcare,ACC-006-U038,Flow,feature_use,2026-02-05T10:42:00,57.0
EVT-001224,ACC-006,Summit Healthcare,ACC-006-U032,Flow,export,2026-02-06T09:08:00,4.9
EVT-001225,ACC-006,Summit Healthcare,ACC-006-U033,Flow,feature_use,2026-02-06T15:08:00,24.3
EVT-001226,ACC-006,Summit Healthcare,ACC-006-U026,Flow,login,2026-02-06T12:13:00,20.7
EVT-001227,ACC-006,Summit Healthcare,ACC-006-U037,Canvas,api_call,2026-02-07T16:36:00,1.9
EVT-001228,ACC-006,Summit Healthcare,ACC-006-U031,Canvas,api_call,2026-02-07T14:56:00,0.6
EVT-001229,ACC-006,Summit Healthcare,ACC-006-U031,Flow,feature_use,2026-02-09T19:31:00,47.7
EVT-001230,ACC-006,Summit Healthcare,ACC-006-U028,Canvas,api_call,2026-02-09T19:38:00,1.3
EVT-001231,ACC-006,Summit Healthcare,ACC-006-U031,Canvas,login,2026-02-09T18:33:00,3.7
EVT-001232,ACC-006,Summit Healthcare,ACC-006-U028,Flow,feature_use,2026-02-10T14:48:00,34.7
EVT-001233,ACC-006,Summit Healthcare,ACC-006-U010,Canvas,api_call,2026-02-10T10:38:00,1.0
EVT-001234,ACC-006,Summit Healthcare,ACC-006-U027,Flow,login,2026-02-10T19:07:00,6.7
EVT-001235,ACC-006,Summit Healthcare,ACC-006-U024,Canvas,export,2026-02-11T13:59:00,7.4
EVT-001236,ACC-006,Summit Healthcare,ACC-006-U010,Canvas,login,2026-02-11T19:15:00,24.0
EVT-001237,ACC-006,Summit Healthcare,ACC-006-U010,Flow,invite_sent,2026-02-11T12:48:00,2.0
EVT-001238,ACC-006,Summit Healthcare,ACC-006-U010,Flow,feature_use,2026-02-11T12:50:00,6.5
EVT-001239,ACC-006,Summit Healthcare,ACC-006-U010,Canvas,export,2026-02-12T19:08:00,9.5
EVT-001240,ACC-006,Summit Healthcare,ACC-006-U035,Flow,feature_use,2026-02-12T15:01:00,46.1
EVT-001241,ACC-006,Summit Healthcare,ACC-006-U035,Flow,feature_use,2026-02-12T16:35:00,41.2
EVT-001242,ACC-006,Summit Healthcare,ACC-006-U036,Canvas,login,2026-02-12T10:31:00,2.6
EVT-001243,ACC-006,Summit Healthcare,ACC-006-U019,Flow,login,2026-02-13T07:38:00,13.6
EVT-001244,ACC-006,Summit Healthcare,ACC-006-U022,Flow,login,2026-02-13T12:06:00,6.0
EVT-001245,ACC-006,Summit Healthcare,ACC-006-U010,Canvas,export,2026-02-13T11:44:00,7.6
EVT-001246,ACC-006,Summit Healthcare,ACC-006-U010,Flow,feature_use,2026-02-13T15:36:00,6.1
EVT-001247,ACC-006,Summit Healthcare,ACC-006-U019,Canvas,feature_use,2026-02-13T10:11:00,20.7
EVT-001248,ACC-006,Summit Healthcare,ACC-006-U025,Canvas,api_call,2026-02-14T14:50:00,1.0
EVT-001249,ACC-006,Summit Healthcare,ACC-006-U016,Flow,api_call,2026-02-15T12:36:00,0.7
EVT-001250,ACC-006,Summit Healthcare,ACC-006-U005,Canvas,login,2026-02-15T10:27:00,10.5
EVT-001251,ACC-006,Summit Healthcare,ACC-006-U004,Flow,login,2026-02-15T07:49:00,19.4
EVT-001252,ACC-006,Summit Healthcare,ACC-006-U002,Canvas,export,2026-02-16T16:09:00,5.3
EVT-001253,ACC-006,Summit Healthcare,ACC-006-U014,Canvas,feature_use,2026-02-16T08:27:00,24.5
EVT-001254,ACC-006,Summit Healthcare,ACC-006-U004,Flow,login,2026-02-16T18:42:00,1.6
EVT-001255,ACC-006,Summit Healthcare,ACC-006-U020,Flow,export,2026-02-16T10:17:00,7.5
EVT-001256,ACC-006,Summit Healthcare,ACC-006-U003,Flow,export,2026-02-17T10:25:00,4.1
EVT-001257,ACC-006,Summit Healthcare,ACC-006-U036,Flow,invite_sent,2026-02-17T09:43:00,4.0
EVT-001258,ACC-006,Summit Healthcare,ACC-006-U039,Flow,feature_use,2026-02-17T14:56:00,27.6
EVT-001259,ACC-006,Summit Healthcare,ACC-006-U003,Flow,api_call,2026-02-17T12:34:00,1.3
EVT-001260,ACC-006,Summit Healthcare,ACC-006-U035,Canvas,api_call,2026-02-17T18:40:00,0.8
EVT-001261,ACC-006,Summit Healthcare,ACC-006-U033,Canvas,export,2026-02-18T17:31:00,7.2
EVT-001262,ACC-006,Summit Healthcare,ACC-006-U035,Flow,export,2026-02-18T14:25:00,8.2
EVT-001263,ACC-006,Summit Healthcare,ACC-006-U031,Flow,login,2026-02-18T12:48:00,16.4
EVT-001264,ACC-006,Summit Healthcare,ACC-006-U035,Canvas,feature_use,2026-02-18T17:57:00,28.9
EVT-001265,ACC-006,Summit Healthcare,ACC-006-U006,Canvas,login,2026-02-19T09:22:00,20.9
EVT-001266,ACC-006,Summit Healthcare,ACC-006-U006,Flow,login,2026-02-19T11:23:00,27.3
EVT-001267,ACC-006,Summit Healthcare,ACC-006-U016,Flow,feature_use,2026-02-19T13:39:00,36.6
EVT-001268,ACC-006,Summit Healthcare,ACC-006-U037,Canvas,export,2026-02-19T13:22:00,9.8
EVT-001269,ACC-006,Summit Healthcare,ACC-006-U016,Flow,login,2026-02-20T08:19:00,44.3
EVT-001270,ACC-006,Summit Healthcare,ACC-006-U018,Flow,login,2026-02-20T06:08:00,19.1
EVT-001271,ACC-006,Summit Healthcare,ACC-006-U022,Canvas,feature_use,2026-02-23T17:14:00,41.9
EVT-001272,ACC-006,Summit Healthcare,ACC-006-U032,Flow,api_call,2026-02-23T09:10:00,1.9
EVT-001273,ACC-006,Summit Healthcare,ACC-006-U039,Canvas,export,2026-02-23T14:28:00,9.5
EVT-001274,ACC-006,Summit Healthcare,ACC-006-U033,Flow,export,2026-02-23T16:57:00,4.9
EVT-001275,ACC-006,Summit Healthcare,ACC-006-U008,Canvas,export,2026-02-24T21:23:00,5.0
EVT-001276,ACC-006,Summit Healthcare,ACC-006-U017,Flow,feature_use,2026-02-24T15:37:00,58.3
EVT-001277,ACC-006,Summit Healthcare,ACC-006-U022,Canvas,feature_use,2026-02-24T09:08:00,16.2
EVT-001278,ACC-006,Summit Healthcare,ACC-006-U011,Canvas,login,2026-02-25T13:55:00,6.6
EVT-001279,ACC-006,Summit Healthcare,ACC-006-U033,Flow,feature_use,2026-02-25T14:15:00,59.3
EVT-001280,ACC-006,Summit Healthcare,ACC-006-U021,Flow,api_call,2026-02-25T10:16:00,0.8
EVT-001281,ACC-006,Summit Healthcare,ACC-006-U036,Canvas,export,2026-02-25T11:25:00,1.4
EVT-001282,ACC-006,Summit Healthcare,ACC-006-U010,Canvas,export,2026-02-26T16:02:00,8.0
EVT-001283,ACC-006,Summit Healthcare,ACC-006-U025,Flow,feature_use,2026-02-26T17:58:00,29.5
EVT-001284,ACC-006,Summit Healthcare,ACC-006-U028,Flow,api_call,2026-02-26T18:54:00,1.3
EVT-001285,ACC-006,Summit Healthcare,ACC-006-U018,Canvas,feature_use,2026-02-27T11:52:00,22.9
EVT-001286,ACC-006,Summit Healthcare,ACC-006-U018,Flow,login,2026-02-27T15:12:00,27.3
EVT-001287,ACC-006,Summit Healthcare,ACC-006-U010,Canvas,api_call,2026-02-27T10:43:00,1.4
EVT-001288,ACC-006,Summit Healthcare,ACC-006-U017,Flow,login,2026-02-27T13:07:00,21.4
EVT-001289,ACC-006,Summit Healthcare,ACC-006-U035,Flow,feature_use,2026-02-27T17:53:00,14.7
EVT-001290,ACC-006,Summit Healthcare,ACC-006-U018,Canvas,api_call,2026-02-27T12:25:00,1.6
EVT-001291,ACC-006,Summit Healthcare,ACC-006-U013,Flow,api_call,2026-03-01T21:37:00,1.0
EVT-001292,ACC-006,Summit Healthcare,ACC-006-U006,Flow,login,2026-03-02T16:27:00,5.2
EVT-001293,ACC-006,Summit Healthcare,ACC-006-U004,Canvas,api_call,2026-03-02T06:21:00,1.2
EVT-001294,ACC-006,Summit Healthcare,ACC-006-U012,Flow,login,2026-03-02T10:38:00,11.6
EVT-001295,ACC-006,Summit Healthcare,ACC-006-U025,Flow,api_call,2026-03-02T10:01:00,0.8
EVT-001296,ACC-006,Summit Healthcare,ACC-006-U006,Flow,export,2026-03-02T19:24:00,2.5
EVT-001297,ACC-006,Summit Healthcare,ACC-006-U016,Canvas,api_call,2026-03-03T12:09:00,0.9
EVT-001298,ACC-006,Summit Healthcare,ACC-006-U029,Flow,api_call,2026-03-03T07:48:00,1.5
EVT-001299,ACC-006,Summit Healthcare,ACC-006-U027,Canvas,api_call,2026-03-03T17:33:00,1.0
EVT-001300,ACC-006,Summit Healthcare,ACC-006-U031,Flow,login,2026-03-03T12:28:00,23.3
EVT-001301,ACC-006,Summit Healthcare,ACC-006-U025,Canvas,feature_use,2026-03-03T14:44:00,43.1
EVT-001302,ACC-006,Summit Healthcare,ACC-006-U031,Canvas,feature_use,2026-03-04T18:05:00,44.3
EVT-001303,ACC-006,Summit Healthcare,ACC-006-U013,Flow,feature_use,2026-03-04T18:16:00,18.3
EVT-001304,ACC-006,Summit Healthcare,ACC-006-U016,Canvas,login,2026-03-04T15:38:00,38.6
EVT-001305,ACC-006,Summit Healthcare,ACC-006-U001,Canvas,api_call,2026-03-04T12:48:00,2.0
EVT-001306,ACC-006,Summit Healthcare,ACC-006-U038,Canvas,export,2026-03-04T15:35:00,2.4
EVT-001307,ACC-006,Summit Healthcare,ACC-006-U011,Flow,login,2026-03-04T12:18:00,42.0
EVT-001308,ACC-006,Summit Healthcare,ACC-006-U008,Canvas,login,2026-03-05T17:11:00,5.5
EVT-001309,ACC-006,Summit Healthcare,ACC-006-U010,Canvas,export,2026-03-05T12:11:00,6.0
EVT-001310,ACC-006,Summit Healthcare,ACC-006-U011,Canvas,login,2026-03-05T17:49:00,1.4
EVT-001311,ACC-006,Summit Healthcare,ACC-006-U006,Canvas,feature_use,2026-03-05T12:10:00,54.0
EVT-001312,ACC-006,Summit Healthcare,ACC-006-U015,Flow,login,2026-03-05T17:53:00,6.8
EVT-001313,ACC-006,Summit Healthcare,ACC-006-U005,Flow,export,2026-03-06T17:25:00,6.2
EVT-001314,ACC-006,Summit Healthcare,ACC-006-U035,Flow,feature_use,2026-03-06T13:31:00,26.2
EVT-001315,ACC-006,Summit Healthcare,ACC-006-U016,Canvas,login,2026-03-06T12:19:00,27.4
EVT-001316,ACC-006,Summit Healthcare,ACC-006-U030,Flow,feature_use,2026-03-06T07:31:00,20.1
EVT-001317,ACC-006,Summit Healthcare,ACC-006-U012,Canvas,login,2026-03-06T16:28:00,35.1
EVT-001318,ACC-006,Summit Healthcare,ACC-006-U010,Canvas,feature_use,2026-03-06T10:01:00,20.2
EVT-001319,ACC-006,Summit Healthcare,ACC-006-U026,Flow,invite_sent,2026-03-07T09:40:00,1.6
EVT-001320,ACC-006,Summit Healthcare,ACC-006-U032,Flow,feature_use,2026-03-07T18:56:00,23.0
EVT-001321,ACC-006,Summit Healthcare,ACC-006-U014,Canvas,feature_use,2026-03-07T13:30:00,23.2
EVT-001322,ACC-006,Summit Healthcare,ACC-006-U027,Canvas,export,2026-03-09T16:32:00,5.9
EVT-001323,ACC-006,Summit Healthcare,ACC-006-U018,Canvas,api_call,2026-03-09T15:28:00,0.8
EVT-001324,ACC-006,Summit Healthcare,ACC-006-U028,Flow,login,2026-03-09T10:39:00,34.5
EVT-001325,ACC-006,Summit Healthcare,ACC-006-U026,Flow,feature_use,2026-03-09T11:08:00,5.4
EVT-001326,ACC-006,Summit Healthcare,ACC-006-U014,Flow,feature_use,2026-03-09T17:09:00,26.8
EVT-001327,ACC-006,Summit Healthcare,ACC-006-U020,Flow,invite_sent,2026-03-09T21:10:00,1.4
EVT-001328,ACC-006,Summit Healthcare,ACC-006-U029,Flow,api_call,2026-03-10T10:52:00,1.6
EVT-001329,ACC-006,Summit Healthcare,ACC-006-U003,Flow,feature_use,2026-03-10T13:31:00,21.7
EVT-001330,ACC-006,Summit Healthcare,ACC-006-U021,Flow,login,2026-03-10T17:16:00,27.0
EVT-001331,ACC-006,Summit Healthcare,ACC-006-U005,Canvas,feature_use,2026-03-10T10:15:00,51.1
EVT-001332,ACC-006,Summit Healthcare,ACC-006-U020,Canvas,api_call,2026-03-10T13:26:00,1.4
EVT-001333,ACC-006,Summit Healthcare,ACC-006-U021,Flow,feature_use,2026-03-10T09:10:00,21.9
EVT-001334,ACC-006,Summit Healthcare,ACC-006-U019,Flow,api_call,2026-03-10T16:59:00,1.4
EVT-001335,ACC-006,Summit Healthcare,ACC-006-U017,Flow,feature_use,2026-03-10T12:01:00,27.6
EVT-001336,ACC-006,Summit Healthcare,ACC-006-U006,Flow,api_call,2026-03-11T17:44:00,1.9
EVT-001337,ACC-006,Summit Healthcare,ACC-006-U003,Canvas,invite_sent,2026-03-11T10:08:00,0.5
EVT-001338,ACC-006,Summit Healthcare,ACC-006-U010,Flow,export,2026-03-11T16:42:00,9.3
EVT-001339,ACC-006,Summit Healthcare,ACC-006-U019,Canvas,login,2026-03-11T11:02:00,40.3
EVT-001340,ACC-006,Summit Healthcare,ACC-006-U019,Canvas,invite_sent,2026-03-11T17:12:00,3.3
EVT-001341,ACC-006,Summit Healthcare,ACC-006-U019,Flow,api_call,2026-03-12T13:18:00,0.8
EVT-001342,ACC-006,Summit Healthcare,ACC-006-U028,Flow,feature_use,2026-03-12T17:54:00,56.0
EVT-001343,ACC-006,Summit Healthcare,ACC-006-U033,Flow,login,2026-03-12T16:02:00,21.3
EVT-001344,ACC-006,Summit Healthcare,ACC-006-U032,Canvas,feature_use,2026-03-12T09:28:00,9.7
EVT-001345,ACC-006,Summit Healthcare,ACC-006-U018,Canvas,export,2026-03-12T11:20:00,3.5
EVT-001346,ACC-006,Summit Healthcare,ACC-006-U004,Canvas,export,2026-03-12T09:41:00,4.9
EVT-001347,ACC-006,Summit Healthcare,ACC-006-U034,Flow,invite_sent,2026-03-13T18:11:00,3.9
EVT-001348,ACC-006,Summit Healthcare,ACC-006-U038,Canvas,invite_sent,2026-03-13T13:21:00,2.4
EVT-001349,ACC-006,Summit Healthcare,ACC-006-U003,Canvas,api_call,2026-03-13T14:17:00,0.6
EVT-001350,ACC-006,Summit Healthcare,ACC-006-U011,Canvas,feature_use,2026-03-13T15:45:00,46.9
EVT-001351,ACC-007,Voyager Entertainment,ACC-007-U036,Canvas,feature_use,2025-12-15T15:23:00,4.0
EVT-001352,ACC-007,Voyager Entertainment,ACC-007-U103,Flow,export,2025-12-15T11:29:00,1.1
EVT-001353,ACC-007,Voyager Entertainment,ACC-007-U114,Canvas,api_call,2025-12-15T14:07:00,1.2
EVT-001354,ACC-007,Voyager Entertainment,ACC-007-U024,Canvas,feature_use,2025-12-15T14:48:00,34.6
EVT-001355,ACC-007,Voyager Entertainment,ACC-007-U103,Canvas,feature_use,2025-12-15T17:20:00,4.9
EVT-001356,ACC-007,Voyager Entertainment,ACC-007-U025,Flow,feature_use,2025-12-15T08:06:00,27.3
EVT-001357,ACC-007,Voyager Entertainment,ACC-007-U035,Flow,export,2025-12-15T16:52:00,10.0
EVT-001358,ACC-007,Voyager Entertainment,ACC-007-U085,Canvas,login,2025-12-15T20:33:00,38.4
EVT-001359,ACC-007,Voyager Entertainment,ACC-007-U045,Canvas,feature_use,2025-12-15T12:01:00,45.1
EVT-001360,ACC-007,Voyager Entertainment,ACC-007-U093,Flow,login,2025-12-15T09:33:00,5.1
EVT-001361,ACC-007,Voyager Entertainment,ACC-007-U110,Insight,api_call,2025-12-15T09:16:00,0.8
EVT-001362,ACC-007,Voyager Entertainment,ACC-007-U067,Flow,api_call,2025-12-15T10:51:00,0.4
