ticket_id,account_id,account_name,product,ticket_text,priority,status,created_at
TKT-0125,ACC-003,Beacon Logistics,Canvas,"After the recent API issues, our engineering team doesn't trust the platform stability. They're building redundancy around your APIs which is costing us engineering time. Can we get on a call about your infrastructure roadmap?",P2,escalated,2026-03-14T15:51:00
TKT-0126,ACC-003,Beacon Logistics,Insight,"Following up on the API reliability issues. We've calculated approximately 47 hours of cumulative downtime this month. Per our contract, we believe we're owed significant SLA credits. Please escalate.",P2,escalated,2026-02-16T16:30:00
TKT-0127,ACC-003,Beacon Logistics,Canvas,"After the recent API issues, our engineering team doesn't trust the platform stability. They're building redundancy around your APIs which is costing us engineering time. Can we get on a call about your infrastructure roadmap?",P2,open,2026-03-01T06:05:00
TKT-0128,ACC-003,Beacon Logistics,Insight,"Following up on the API reliability issues. We've calculated approximately 47 hours of cumulative downtime this month. Per our contract, we believe we're owed significant SLA credits. Please escalate.",P2,resolved,2026-02-28T19:43:00
TKT-0129,ACC-003,Beacon Logistics,Insight,Escalation request: Our VP of Operations wants to speak with your VP of Sales about the ongoing API reliability issues AND the account management transition. We've had 3 major outages and 2 AE changes in 3 months. This is not enterprise-grade service for a company paying $97K annually.,P2,open,2026-01-03T20:01:00
TKT-0130,ACC-003,Beacon Logistics,Insight,"Following up on the API reliability issues. We've calculated approximately 47 hours of cumulative downtime this month. Per our contract, we believe we're owed significant SLA credits. Please escalate.",P2,open,2026-02-09T06:47:00
TKT-0131,ACC-003,Beacon Logistics,Canvas,"After the recent API issues, our engineering team doesn't trust the platform stability. They're building redundancy around your APIs which is costing us engineering time. Can we get on a call about your infrastructure roadmap?",P2,resolved,2026-01-18T17:00:00
TKT-0132,ACC-003,Beacon Logistics,Canvas,"After the recent API issues, our engineering team doesn't trust the platform stability. They're building redundancy around your APIs which is costing us engineering time. Can we get on a call about your infrastructure roadmap?",P2,escalated,2025-12-21T20:46:00
TKT-0133,ACC-003,Beacon Logistics,Insight,Escalation request: Our VP of Operations wants to speak with your VP of Sales about the ongoing API reliability issues AND the account management transition. We've had 3 major outages and 2 AE changes in 3 months. This is not enterprise-grade service for a company paying $97K annually.,P2,open,2026-01-21T15:40:00
TKT-0134,ACC-003,Beacon Logistics,Insight,"Following up on the API reliability issues. We've calculated approximately 47 hours of cumulative downtime this month. Per our contract, we believe we're owed significant SLA credits. Please escalate.",P2,resolved,2026-01-12T15:09:00
TKT-0135,ACC-003,Beacon Logistics,Insight,"Following up on the API reliability issues. We've calculated approximately 47 hours of cumulative downtime this month. Per our contract, we believe we're owed significant SLA credits. Please escalate.",P2,escalated,2026-02-05T15:27:00
TKT-0136,ACC-003,Beacon Logistics,Insight,Escalation request: Our VP of Operations wants to speak with your VP of Sales about the ongoing API reliability issues AND the account management transition. We've had 3 major outages and 2 AE changes in 3 months. This is not enterprise-grade service for a company paying $97K annually.,P2,open,2026-01-14T14:53:00
TKT-0137,ACC-003,Beacon Logistics,Canvas,"After the recent API issues, our engineering team doesn't trust the platform stability. They're building redundancy around your APIs which is costing us engineering time. Can we get on a call about your infrastructure roadmap?",P2,open,2026-02-24T09:05:00
TKT-0138,ACC-004,Prism Retail,Canvas,Minor UI issue — the color picker dropdown clips on smaller screens. Not urgent.,P4,open,2025-12-16T17:43:00
TKT-0139,ACC-004,Prism Retail,Canvas,How do we update our billing contact? The admin who set this up left the company.,P3,escalated,2026-02-13T20:27:00
TKT-0140,ACC-004,Prism Retail,Canvas,Minor UI issue — the color picker dropdown clips on smaller screens. Not urgent.,P4,open,2026-01-09T12:04:00
TKT-0141,ACC-005,Atlas Digital,Canvas,Feature request: Can Canvas support real-time co-editing like Google Docs? Our team of 12 designers frequently needs to collaborate simultaneously on campaign assets.,P3,resolved,2025-12-22T10:31:00
TKT-0142,ACC-005,Atlas Digital,Canvas,We'd love to see a version history feature with branching — similar to Git but for design files. Our team is growing and we need better collaboration controls.,P3,resolved,2025-12-24T15:18:00
TKT-0143,ACC-005,Atlas Digital,Canvas,Suggestion: It would be great if Canvas had native Pantone color library support. We do a lot of print work and need precise color matching.,P4,resolved,2026-02-06T07:57:00
TKT-0144,ACC-005,Atlas Digital,Canvas,Is there an API endpoint to programmatically create Canvas projects? We want to auto-generate templated designs for our 200+ SMB clients.,P3,resolved,2026-01-24T14:06:00
TKT-0145,ACC-005,Atlas Digital,Canvas,Love the new batch export feature! One suggestion — could you add PDF/X-4 as an export format? It's the standard our print vendors require.,P4,resolved,2026-03-07T07:00:00
TKT-0146,ACC-005,Atlas Digital,Canvas,Feature request: Can we get an integration with Brandwatch or Sprout Social? We want to publish directly from Canvas to social media. Would save our team hours every week.,P3,resolved,2026-03-03T15:18:00
TKT-0147,ACC-005,Atlas Digital,Canvas,Small UX suggestion: the keyboard shortcut for 'group layers' conflicts with our OS shortcut. Any way to customize keyboard bindings?,P4,resolved,2026-01-03T18:57:00
TKT-0148,ACC-005,Atlas Digital,Canvas,Feature request: Can Canvas support real-time co-editing like Google Docs? Our team of 12 designers frequently needs to collaborate simultaneously on campaign assets.,P3,open,2026-01-07T08:59:00
TKT-0149,ACC-005,Atlas Digital,Canvas,We'd love to see a version history feature with branching — similar to Git but for design files. Our team is growing and we need better collaboration controls.,P3,resolved,2026-03-04T13:47:00
TKT-0150,ACC-005,Atlas Digital,Canvas,Suggestion: It would be great if Canvas had native Pantone color library support. We do a lot of print work and need precise color matching.,P4,resolved,2026-01-27T17:43:00
TKT-0151,ACC-005,Atlas Digital,Canvas,Is there an API endpoint to programmatically create Canvas projects? We want to auto-generate templated designs for our 200+ SMB clients.,P3,resolved,2026-02-27T09:41:00
TKT-0152,ACC-005,Atlas Digital,Canvas,Love the new batch export feature! One suggestion — could you add PDF/X-4 as an export format? It's the standard our print vendors require.,P4,resolved,2025-12-20T07:58:00
TKT-0153,ACC-005,Atlas Digital,Canvas,Feature request: Can we get an integration with Brandwatch or Sprout Social? We want to publish directly from Canvas to social media. Would save our team hours every week.,P3,resolved,2026-03-12T14:38:00
TKT-0154,ACC-005,Atlas Digital,Canvas,Small UX suggestion: the keyboard shortcut for 'group layers' conflicts with our OS shortcut. Any way to customize keyboard bindings?,P4,open,2026-03-13T07:58:00
TKT-0155,ACC-005,Atlas Digital,Canvas,Feature request: Can Canvas support real-time co-editing like Google Docs? Our team of 12 designers frequently needs to collaborate simultaneously on campaign assets.,P3,resolved,2026-01-04T09:09:00
TKT-0156,ACC-005,Atlas Digital,Canvas,We'd love to see a version history feature with branching — similar to Git but for design files. Our team is growing and we need better collaboration controls.,P3,resolved,2026-01-02T16:57:00
TKT-0157,ACC-005,Atlas Digital,Canvas,Suggestion: It would be great if Canvas had native Pantone color library support. We do a lot of print work and need precise color matching.,P4,resolved,2026-03-11T20:52:00
TKT-0158,ACC-005,Atlas Digital,Canvas,Is there an API endpoint to programmatically create Canvas projects? We want to auto-generate templated designs for our 200+ SMB clients.,P3,resolved,2026-02-09T14:15:00
TKT-0159,ACC-005,Atlas Digital,Canvas,Love the new batch export feature! One suggestion — could you add PDF/X-4 as an export format? It's the standard our print vendors require.,P4,resolved,2025-12-26T15:56:00
TKT-0160,ACC-005,Atlas Digital,Canvas,Feature request: Can we get an integration with Brandwatch or Sprout Social? We want to publish directly from Canvas to social media. Would save our team hours every week.,P3,resolved,2026-01-18T07:00:00
TKT-0161,ACC-005,Atlas Digital,Canvas,Small UX suggestion: the keyboard shortcut for 'group layers' conflicts with our OS shortcut. Any way to customize keyboard bindings?,P4,resolved,2026-02-21T09:19:00
TKT-0162,ACC-005,Atlas Digital,Canvas,Feature request: Can Canvas support real-time co-editing like Google Docs? Our team of 12 designers frequently needs to collaborate simultaneously on campaign assets.,P3,resolved,2026-01-18T10:09:00
TKT-0163,ACC-005,Atlas Digital,Canvas,We'd love to see a version history feature with branching — similar to Git but for design files. Our team is growing and we need better collaboration controls.,P3,open,2026-02-15T10:08:00
TKT-0164,ACC-005,Atlas Digital,Canvas,Suggestion: It would be great if Canvas had native Pantone color library support. We do a lot of print work and need precise color matching.,P4,resolved,2026-01-22T07:51:00
TKT-0165,ACC-005,Atlas Digital,Canvas,Is there an API endpoint to programmatically create Canvas projects? We want to auto-generate templated designs for our 200+ SMB clients.,P3,resolved,2026-01-26T14:16:00
TKT-0166,ACC-005,Atlas Digital,Canvas,Love the new batch export feature! One suggestion — could you add PDF/X-4 as an export format? It's the standard our print vendors require.,P4,open,2026-02-16T06:09:00
TKT-0167,ACC-005,Atlas Digital,Canvas,Feature request: Can we get an integration with Brandwatch or Sprout Social? We want to publish directly from Canvas to social media. Would save our team hours every week.,P3,resolved,2025-12-31T14:42:00
TKT-0168,ACC-005,Atlas Digital,Canvas,Small UX suggestion: the keyboard shortcut for 'group layers' conflicts with our OS shortcut. Any way to customize keyboard bindings?,P4,open,2025-12-25T06:38:00
TKT-0169,ACC-005,Atlas Digital,Canvas,Feature request: Can Canvas support real-time co-editing like Google Docs? Our team of 12 designers frequently needs to collaborate simultaneously on campaign assets.,P3,resolved,2026-02-09T20:04:00
TKT-0170,ACC-005,Atlas Digital,Canvas,We'd love to see a version history feature with branching — similar to Git but for design files. Our team is growing and we need better collaboration controls.,P3,resolved,2025-12-26T06:18:00
TKT-0171,ACC-005,Atlas Digital,Canvas,Suggestion: It would be great if Canvas had native Pantone color library support. We do a lot of print work and need precise color matching.,P4,resolved,2026-02-28T13:49:00
TKT-0172,ACC-005,Atlas Digital,Canvas,Is there an API endpoint to programmatically create Canvas projects? We want to auto-generate templated designs for our 200+ SMB clients.,P3,escalated,2026-01-06T20:15:00
TKT-0173,ACC-005,Atlas Digital,Canvas,Love the new batch export feature! One suggestion — could you add PDF/X-4 as an export format? It's the standard our print vendors require.,P4,resolved,2025-12-26T06:42:00
TKT-0174,ACC-005,Atlas Digital,Canvas,Feature request: Can we get an integration with Brandwatch or Sprout Social? We want to publish directly from Canvas to social media. Would save our team hours every week.,P3,open,2026-01-03T19:19:00
TKT-0175,ACC-005,Atlas Digital,Canvas,Small UX suggestion: the keyboard shortcut for 'group layers' conflicts with our OS shortcut. Any way to customize keyboard bindings?,P4,resolved,2025-12-20T11:38:00
TKT-0176,ACC-006,Summit Healthcare,Canvas,Quick question — how do we set up role-based access so our compliance team can view but not edit designs? We're rolling this out to our regulatory affairs department next week.,P3,escalated,2026-01-10T07:03:00
TKT-0177,ACC-006,Summit Healthcare,Flow,How do we configure Flow to route approvals based on document type? We need clinical materials to go through a different review chain than marketing collateral.,P3,resolved,2026-01-04T12:53:00
TKT-0178,ACC-006,Summit Healthcare,Canvas,Is there a way to create a shared template library that all departments can access? We have 6 teams now and want to standardize our visual identity.,P4,escalated,2026-01-20T20:04:00
TKT-0179,ACC-006,Summit Healthcare,Flow,"We're onboarding 15 new users next week. Is there a bulk invite feature or should we do them one by one? Also, can we pre-assign them to specific workspaces?",P3,resolved,2026-02-12T18:50:00
TKT-0180,ACC-006,Summit Healthcare,Canvas,Can Canvas handle HIPAA-compliant document workflows? We want to use it for patient-facing materials but need to ensure PHI is protected.,P3,escalated,2026-02-08T19:43:00
TKT-0181,ACC-006,Summit Healthcare,Flow,Our team lead wants to know if Flow can integrate with Epic (our EHR system) for automated report distribution. Even a webhook would work.,P4,resolved,2026-03-03T12:05:00
TKT-0182,ACC-006,Summit Healthcare,Canvas,How do we set up an approval workflow where the legal team has final sign-off on all external-facing materials? This is a compliance requirement for us.,P3,resolved,2026-02-07T16:34:00
TKT-0183,ACC-006,Summit Healthcare,Canvas,Quick question — how do we set up role-based access so our compliance team can view but not edit designs? We're rolling this out to our regulatory affairs department next week.,P3,open,2026-01-07T15:26:00
TKT-0184,ACC-006,Summit Healthcare,Flow,How do we configure Flow to route approvals based on document type? We need clinical materials to go through a different review chain than marketing collateral.,P3,resolved,2025-12-17T10:10:00
TKT-0185,ACC-006,Summit Healthcare,Canvas,Is there a way to create a shared template library that all departments can access? We have 6 teams now and want to standardize our visual identity.,P4,resolved,2026-02-16T11:50:00
TKT-0186,ACC-006,Summit Healthcare,Flow,"We're onboarding 15 new users next week. Is there a bulk invite feature or should we do them one by one? Also, can we pre-assign them to specific workspaces?",P3,escalated,2026-03-05T07:03:00
TKT-0187,ACC-006,Summit Healthcare,Canvas,Can Canvas handle HIPAA-compliant document workflows? We want to use it for patient-facing materials but need to ensure PHI is protected.,P3,open,2026-03-13T20:19:00
TKT-0188,ACC-006,Summit Healthcare,Flow,Our team lead wants to know if Flow can integrate with Epic (our EHR system) for automated report distribution. Even a webhook would work.,P4,escalated,2025-12-18T14:46:00
TKT-0189,ACC-006,Summit Healthcare,Canvas,How do we set up an approval workflow where the legal team has final sign-off on all external-facing materials? This is a compliance requirement for us.,P3,resolved,2026-01-28T20:37:00
TKT-0190,ACC-006,Summit Healthcare,Canvas,Quick question — how do we set up role-based access so our compliance team can view but not edit designs? We're rolling this out to our regulatory affairs department next week.,P3,resolved,2026-01-11T06:24:00
TKT-0191,ACC-006,Summit Healthcare,Flow,How do we configure Flow to route approvals based on document type? We need clinical materials to go through a different review chain than marketing collateral.,P3,resolved,2025-12-29T13:26:00
TKT-0192,ACC-006,Summit Healthcare,Canvas,Is there a way to create a shared template library that all departments can access? We have 6 teams now and want to standardize our visual identity.,P4,resolved,2026-01-25T20:07:00
TKT-0193,ACC-006,Summit Healthcare,Flow,"We're onboarding 15 new users next week. Is there a bulk invite feature or should we do them one by one? Also, can we pre-assign them to specific workspaces?",P3,resolved,2026-01-03T20:50:00
TKT-0194,ACC-006,Summit Healthcare,Canvas,Can Canvas handle HIPAA-compliant document workflows? We want to use it for patient-facing materials but need to ensure PHI is protected.,P3,resolved,2026-02-18T06:02:00
TKT-0195,ACC-006,Summit Healthcare,Flow,Our team lead wants to know if Flow can integrate with Epic (our EHR system) for automated report distribution. Even a webhook would work.,P4,resolved,2026-02-06T06:52:00
TKT-0196,ACC-006,Summit Healthcare,Canvas,How do we set up an approval workflow where the legal team has final sign-off on all external-facing materials? This is a compliance requirement for us.,P3,resolved,2026-02-06T15:01:00
TKT-0197,ACC-006,Summit Healthcare,Canvas,Quick question — how do we set up role-based access so our compliance team can view but not edit designs? We're rolling this out to our regulatory affairs department next week.,P3,resolved,2025-12-20T14:19:00
TKT-0198,ACC-006,Summit Healthcare,Flow,How do we configure Flow to route approvals based on document type? We need clinical materials to go through a different review chain than marketing collateral.,P3,resolved,2026-02-28T17:21:00
TKT-0199,ACC-006,Summit Healthcare,Canvas,Is there a way to create a shared template library that all departments can access? We have 6 teams now and want to standardize our visual identity.,P4,escalated,2025-12-26T13:47:00
TKT-0200,ACC-006,Summit Healthcare,Flow,"We're onboarding 15 new users next week. Is there a bulk invite feature or should we do them one by one? Also, can we pre-assign them to specific workspaces?",P3,open,2026-01-17T08:51:00
TKT-0201,ACC-006,Summit Healthcare,Canvas,Can Canvas handle HIPAA-compliant document workflows? We want to use it for patient-facing materials but need to ensure PHI is protected.,P3,resolved,2026-01-20T13:13:00
TKT-0202,ACC-006,Summit Healthcare,Flow,Our team lead wants to know if Flow can integrate with Epic (our EHR system) for automated report distribution. Even a webhook would work.,P4,resolved,2026-02-20T19:28:00
TKT-0203,ACC-006,Summit Healthcare,Canvas,How do we set up an approval workflow where the legal team has final sign-off on all external-facing materials? This is a compliance requirement for us.,P3,open,2026-02-09T11:59:00
TKT-0204,ACC-006,Summit Healthcare,Canvas,Quick question — how do we set up role-based access so our compliance team can view but not edit designs? We're rolling this out to our regulatory affairs department next week.,P3,resolved,2026-01-12T08:10:00
TKT-0205,ACC-006,Summit Healthcare,Flow,How do we configure Flow to route approvals based on document type? We need clinical materials to go through a different review chain than marketing collateral.,P3,open,2026-02-19T19:16:00
TKT-0206,ACC-006,Summit Healthcare,Canvas,Is there a way to create a shared template library that all departments can access? We have 6 teams now and want to standardize our visual identity.,P4,open,2026-01-13T09:43:00
TKT-0207,ACC-006,Summit Healthcare,Flow,"We're onboarding 15 new users next week. Is there a bulk invite feature or should we do them one by one? Also, can we pre-assign them to specific workspaces?",P3,resolved,2026-02-23T16:03:00
TKT-0208,ACC-006,Summit Healthcare,Canvas,Can Canvas handle HIPAA-compliant document workflows? We want to use it for patient-facing materials but need to ensure PHI is protected.,P3,open,2026-03-12T20:04:00
TKT-0209,ACC-006,Summit Healthcare,Flow,Our team lead wants to know if Flow can integrate with Epic (our EHR system) for automated report distribution. Even a webhook would work.,P4,open,2026-02-14T17:30:00
TKT-0210,ACC-006,Summit Healthcare,Canvas,How do we set up an approval workflow where the legal team has final sign-off on all external-facing materials? This is a compliance requirement for us.,P3,open,2026-01-02T09:52:00
TKT-0211,ACC-007,Voyager Entertainment,Flow,Minor: The Flow webhook retry logic seems to cap at 3 attempts. Can this be configurable? We'd like 5 retries with exponential backoff for our media pipeline.,P4,resolved,2026-02-22T08:12:00
TKT-0212,ACC-007,Voyager Entertainment,Flow,Minor: The Flow webhook retry logic seems to cap at 3 attempts. Can this be configurable? We'd like 5 retries with exponential backoff for our media pipeline.,P4,resolved,2025-12-18T12:11:00
TKT-0213,ACC-007,Voyager Entertainment,Flow,Minor: The Flow webhook retry logic seems to cap at 3 attempts. Can this be configurable? We'd like 5 retries with exponential backoff for our media pipeline.,P4,resolved,2026-03-10T07:47:00
TKT-0214,ACC-008,Ironclad Manufacturing,Canvas,Can Canvas generate automated spec sheets from our design templates? We're creating 50+ product spec documents a month and want to templatize the process.,P3,open,2026-01-31T13:57:00
TKT-0215,ACC-008,Ironclad Manufacturing,Canvas,Feature request: support for DXF or STEP file preview within Canvas. Our engineering team shares CAD drawings and it would be nice to preview them inline.,P4,resolved,2026-02-18T19:55:00
TKT-0216,ACC-008,Ironclad Manufacturing,Canvas,Our manufacturing team is asking about Insight. Can we get a demo? We want to track how often each product template is used and by which team.,P3,escalated,2026-01-09T08:32:00
TKT-0217,ACC-008,Ironclad Manufacturing,Canvas,Is there a plugin or extension marketplace for Canvas? We'd like to build a custom integration with our ERP system (SAP).,P4,resolved,2025-12-19T10:06:00
TKT-0218,ACC-008,Ironclad Manufacturing,Canvas,Can Canvas generate automated spec sheets from our design templates? We're creating 50+ product spec documents a month and want to templatize the process.,P3,resolved,2026-01-23T09:21:00
TKT-0219,ACC-008,Ironclad Manufacturing,Canvas,Feature request: support for DXF or STEP file preview within Canvas. Our engineering team shares CAD drawings and it would be nice to preview them inline.,P4,resolved,2026-01-12T18:45:00
TKT-0220,ACC-008,Ironclad Manufacturing,Canvas,Our manufacturing team is asking about Insight. Can we get a demo? We want to track how often each product template is used and by which team.,P3,resolved,2025-12-29T17:48:00
TKT-0221,ACC-008,Ironclad Manufacturing,Canvas,Is there a plugin or extension marketplace for Canvas? We'd like to build a custom integration with our ERP system (SAP).,P4,resolved,2026-02-17T15:09:00
TKT-0222,ACC-008,Ironclad Manufacturing,Canvas,Can Canvas generate automated spec sheets from our design templates? We're creating 50+ product spec documents a month and want to templatize the process.,P3,resolved,2026-01-28T16:20:00
TKT-0223,ACC-008,Ironclad Manufacturing,Canvas,Feature request: support for DXF or STEP file preview within Canvas. Our engineering team shares CAD drawings and it would be nice to preview them inline.,P4,resolved,2026-01-20T16:26:00
TKT-0224,ACC-008,Ironclad Manufacturing,Canvas,Our manufacturing team is asking about Insight. Can we get a demo? We want to track how often each product template is used and by which team.,P3,open,2026-01-13T09:14:00
TKT-0225,ACC-008,Ironclad Manufacturing,Canvas,Is there a plugin or extension marketplace for Canvas? We'd like to build a custom integration with our ERP system (SAP).,P4,resolved,2025-12-17T09:57:00
TKT-0226,ACC-008,Ironclad Manufacturing,Canvas,Can Canvas generate automated spec sheets from our design templates? We're creating 50+ product spec documents a month and want to templatize the process.,P3,escalated,2026-03-10T16:53:00
TKT-0227,ACC-008,Ironclad Manufacturing,Canvas,Feature request: support for DXF or STEP file preview within Canvas. Our engineering team shares CAD drawings and it would be nice to preview them inline.,P4,open,2026-01-27T14:49:00
TKT-0228,ACC-008,Ironclad Manufacturing,Canvas,Our manufacturing team is asking about Insight. Can we get a demo? We want to track how often each product template is used and by which team.,P3,resolved,2025-12-30T11:42:00
TKT-0229,ACC-008,Ironclad Manufacturing,Canvas,Is there a plugin or extension marketplace for Canvas? We'd like to build a custom integration with our ERP system (SAP).,P4,open,2026-01-28T09:21:00
TKT-0230,ACC-008,Ironclad Manufacturing,Canvas,Can Canvas generate automated spec sheets from our design templates? We're creating 50+ product spec documents a month and want to templatize the process.,P3,open,2026-02-08T08:38:00
TKT-0231,ACC-008,Ironclad Manufacturing,Canvas,Feature request: support for DXF or STEP file preview within Canvas. Our engineering team shares CAD drawings and it would be nice to preview them inline.,P4,resolved,2026-02-21T16:02:00
TKT-0232,ACC-009,Northstar Consulting,Flow,"Small bug: when a Flow step fails, the error message just says 'Step failed.' No details. Would be helpful to see the actual error for debugging.",P4,open,2026-03-01T10:39:00
TKT-0233,ACC-009,Northstar Consulting,Flow,We'd like to embed an Insight dashboard in our internal wiki (Confluence). Is there an iframe embed option or public link feature?,P3,resolved,2026-01-14T13:59:00
TKT-0234,ACC-009,Northstar Consulting,Flow,Quick question — is there a way to add conditional branching in Flow based on file size? We want large assets to route to a different approval path.,P4,escalated,2025-12-23T08:52:00
TKT-0235,ACC-009,Northstar Consulting,Flow,"Small bug: when a Flow step fails, the error message just says 'Step failed.' No details. Would be helpful to see the actual error for debugging.",P4,resolved,2026-01-10T17:33:00
TKT-0236,ACC-009,Northstar Consulting,Flow,The date range picker in Insight defaults to the current month. Can it remember the last-used date range? We almost always look at trailing 90 days.,P3,resolved,2026-02-04T18:35:00
TKT-0237,ACC-009,Northstar Consulting,Flow,One of our Flow automations stopped triggering after we changed our email domain. Looks like the email validation is too strict. Can you whitelist our new domain?,P3,open,2026-01-04T20:08:00
TKT-0238,ACC-009,Northstar Consulting,Canvas,The image compression on Canvas export is a bit aggressive. Can we get a quality slider or a lossless export option for PNG?,P4,resolved,2025-12-17T11:12:00
TKT-0239,ACC-009,Northstar Consulting,Flow,Is there a way to set up recurring scheduled exports in Flow? We manually trigger a weekly report export and would like to automate it.,P3,resolved,2026-02-16T19:43:00
TKT-0240,ACC-009,Northstar Consulting,Flow,The Insight export to Excel is truncating column headers longer than 30 characters. Our report names are descriptive and this is causing confusion downstream.,P3,resolved,2026-03-01T11:04:00
TKT-0241,ACC-009,Northstar Consulting,Canvas,Can we increase our storage quota? We're at 89% capacity and have a big campaign launching next month. We don't want to archive anything right now.,P3,open,2026-01-19T12:20:00
TKT-0242,ACC-009,Northstar Consulting,Flow,Quick question — is there a way to add conditional branching in Flow based on file size? We want large assets to route to a different approval path.,P4,escalated,2026-03-12T11:56:00
TKT-0243,ACC-009,Northstar Consulting,Flow,A Flow automation that was working fine for months suddenly started sending duplicate notifications. Nothing changed on our end. Can you check the trigger logic?,P2,resolved,2026-01-16T12:07:00
TKT-0244,ACC-009,Northstar Consulting,Flow,One of our Flow automations stopped triggering after we changed our email domain. Looks like the email validation is too strict. Can you whitelist our new domain?,P3,open,2025-12-29T17:16:00
TKT-0245,ACC-009,Northstar Consulting,Canvas,Minor: The Insight PDF export puts the footer text on top of the chart legend on page 3. Probably a layout calculation bug.,P4,resolved,2026-01-19T06:00:00
TKT-0246,ACC-009,Northstar Consulting,Canvas,Minor: The Insight PDF export puts the footer text on top of the chart legend on page 3. Probably a layout calculation bug.,P4,resolved,2026-03-12T16:26:00
TKT-0247,ACC-009,Northstar Consulting,Flow,A Flow automation that was working fine for months suddenly started sending duplicate notifications. Nothing changed on our end. Can you check the trigger logic?,P2,resolved,2025-12-18T14:46:00
TKT-0248,ACC-009,Northstar Consulting,Canvas,Our SSO integration broke after an IdP certificate rotation on our side. Can you provide the steps to update the SAML certificate in Canvas? The docs are out of date.,P2,resolved,2025-12-29T19:59:00
TKT-0249,ACC-009,Northstar Consulting,Canvas,Our SSO integration broke after an IdP certificate rotation on our side. Can you provide the steps to update the SAML certificate in Canvas? The docs are out of date.,P2,resolved,2026-01-23T19:38:00
TKT-0250,ACC-009,Northstar Consulting,Flow,Flow webhook deliveries to our Slack channel stopped working yesterday. The webhook URL hasn't changed. Can you check if there's an outage on your webhook service?,P2,resolved,2026-01-09T08:06:00
TKT-0251,ACC-009,Northstar Consulting,Canvas,Our SSO integration broke after an IdP certificate rotation on our side. Can you provide the steps to update the SAML certificate in Canvas? The docs are out of date.,P2,resolved,2026-03-08T18:15:00
TKT-0252,ACC-009,Northstar Consulting,Flow,Minor: The Insight PDF export puts the footer text on top of the chart legend on page 3. Probably a layout calculation bug.,P4,escalated,2026-01-09T07:31:00
TKT-0253,ACC-009,Northstar Consulting,Flow,The Insight export to Excel is truncating column headers longer than 30 characters. Our report names are descriptive and this is causing confusion downstream.,P3,escalated,2025-12-27T18:11:00
TKT-0254,ACC-010,Ridgeline Media,Flow,Can we increase our storage quota? We're at 89% capacity and have a big campaign launching next month. We don't want to archive anything right now.,P3,resolved,2025-12-17T20:57:00
TKT-0255,ACC-010,Ridgeline Media,Flow,One of our Flow automations stopped triggering after we changed our email domain. Looks like the email validation is too strict. Can you whitelist our new domain?,P3,resolved,2025-12-19T08:20:00
TKT-0256,ACC-010,Ridgeline Media,Flow,How do we configure Canvas to use our company fonts? We uploaded them to the asset library but they only show up for the admin account.,P3,resolved,2026-02-22T07:34:00
TKT-0257,ACC-010,Ridgeline Media,Flow,One of our Flow automations stopped triggering after we changed our email domain. Looks like the email validation is too strict. Can you whitelist our new domain?,P3,open,2026-03-06T06:11:00
TKT-0258,ACC-010,Ridgeline Media,Flow,How do we configure Canvas to use our company fonts? We uploaded them to the asset library but they only show up for the admin account.,P3,resolved,2025-12-16T16:33:00
TKT-0259,ACC-010,Ridgeline Media,Flow,The date range picker in Insight defaults to the current month. Can it remember the last-used date range? We almost always look at trailing 90 days.,P3,resolved,2026-02-19T17:16:00
TKT-0260,ACC-010,Ridgeline Media,Flow,Our SSO integration broke after an IdP certificate rotation on our side. Can you provide the steps to update the SAML certificate in Canvas? The docs are out of date.,P2,escalated,2025-12-25T16:35:00
TKT-0261,ACC-010,Ridgeline Media,Flow,One of our Flow automations stopped triggering after we changed our email domain. Looks like the email validation is too strict. Can you whitelist our new domain?,P3,resolved,2026-01-04T18:27:00
TKT-0262,ACC-010,Ridgeline Media,Flow,A Flow automation that was working fine for months suddenly started sending duplicate notifications. Nothing changed on our end. Can you check the trigger logic?,P2,open,2026-03-06T10:37:00
TKT-0263,ACC-010,Ridgeline Media,Flow,The image compression on Canvas export is a bit aggressive. Can we get a quality slider or a lossless export option for PNG?,P4,resolved,2025-12-24T12:46:00
TKT-0264,ACC-010,Ridgeline Media,Flow,Dashboard loading times have gotten slower over the past month. Not critical but noticeable. We have about 18 months of historical data loaded.,P3,resolved,2026-02-15T13:41:00
TKT-0265,ACC-010,Ridgeline Media,Flow,Can we increase our storage quota? We're at 89% capacity and have a big campaign launching next month. We don't want to archive anything right now.,P3,resolved,2026-03-07T15:26:00
TKT-0266,ACC-010,Ridgeline Media,Flow,Quick question — is there a way to add conditional branching in Flow based on file size? We want large assets to route to a different approval path.,P4,resolved,2026-03-04T16:54:00
TKT-0267,ACC-010,Ridgeline Media,Flow,Minor rendering glitch on the Canvas dashboard when using Firefox. Text overlaps the sidebar on the project list page. Chrome works fine.,P3,resolved,2026-01-31T19:05:00
TKT-0268,ACC-010,Ridgeline Media,Flow,The date range picker in Insight defaults to the current month. Can it remember the last-used date range? We almost always look at trailing 90 days.,P3,resolved,2025-12-15T18:16:00
TKT-0269,ACC-010,Ridgeline Media,Flow,Quick question — is there a way to add conditional branching in Flow based on file size? We want large assets to route to a different approval path.,P4,resolved,2026-01-13T06:18:00
TKT-0270,ACC-010,Ridgeline Media,Flow,"Small bug: when a Flow step fails, the error message just says 'Step failed.' No details. Would be helpful to see the actual error for debugging.",P4,resolved,2026-01-18T14:07:00
